,Year,Province,Sex,Age_group,Indicators_Health,Num_Person_Health,J_L_R_Dissatisfied,J_L_R_Going_to_school,J_L_R_not_worked_last_year,J_L_R_Job_leavers,J_L_R_Jobs_losers,J_L_R_Never_worked,J_L_R_Other_reasons,J_L_R_Own_illness_disability,J_L_R_Permanent_layoff,J_L_R_Personal_family_reasons,J_L_R_Retired,J_L_R_Temporary_layoff
1125,2017,Nova Scotia,Males,3,"Perceived mental health, fair or poor",11000.0,0.0,0.0,41900.0,5600.0,9200.0,1400.0,0.0,1200.0,8300.0,0.0,2800.0,1000.0
1126,2017,Nova Scotia,Males,3,"Perceived mental health, very good or excellent",68000.0,0.0,0.0,41900.0,5600.0,9200.0,1400.0,0.0,1200.0,8300.0,0.0,2800.0,1000.0
1127,2017,Nova Scotia,Males,3,"Self-reported physical activity, 150 minutes per week, adult (18 years and over)",59500.0,0.0,0.0,41900.0,5600.0,9200.0,1400.0,0.0,1200.0,8300.0,0.0,2800.0,1000.0
1128,2017,Nova Scotia,Males,3,"Sense of belonging to local community, somewhat strong or very strong",71100.0,0.0,0.0,41900.0,5600.0,9200.0,1400.0,0.0,1200.0,8300.0,0.0,2800.0,1000.0
1129,2017,Nova Scotia,Males,4,Arthritis (15 years and over),39300.0,0.0,0.0,132900.0,4200.0,3500.0,1400.0,0.0,0.0,2900.0,0.0,3200.0,0.0
1130,2017,Nova Scotia,Males,4,Asthma,3600.0,0.0,0.0,132900.0,4200.0,3500.0,1400.0,0.0,0.0,2900.0,0.0,3200.0,0.0
1131,2017,Nova Scotia,Males,4,"Body mass index, adjusted self-reported, adult (18 years and over), obese",28800.0,0.0,0.0,132900.0,4200.0,3500.0,1400.0,0.0,0.0,2900.0,0.0,3200.0,0.0
1132,2017,Nova Scotia,Males,4,"Body mass index, adjusted self-reported, adult (18 years and over), overweight",29000.0,0.0,0.0,132900.0,4200.0,3500.0,1400.0,0.0,0.0,2900.0,0.0,3200.0,0.0
1133,2017,Nova Scotia,Males,4,Chronic obstructive pulmonary disease (COPD; 35 years and over),7100.0,0.0,0.0,132900.0,4200.0,3500.0,1400.0,0.0,0.0,2900.0,0.0,3200.0,0.0
1134,2017,Nova Scotia,Males,4,Contact with a medical doctor in the past 12 months,0.0,0.0,0.0,132900.0,4200.0,3500.0,1400.0,0.0,0.0,2900.0,0.0,3200.0,0.0
1135,2017,Nova Scotia,Males,4,"Current smoker, daily",7100.0,0.0,0.0,132900.0,4200.0,3500.0,1400.0,0.0,0.0,2900.0,0.0,3200.0,0.0
1136,2017,Nova Scotia,Males,4,"Current smoker, daily or occasional",9500.0,0.0,0.0,132900.0,4200.0,3500.0,1400.0,0.0,0.0,2900.0,0.0,3200.0,0.0
1137,2017,Nova Scotia,Males,4,Diabetes,15300.0,0.0,0.0,132900.0,4200.0,3500.0,1400.0,0.0,0.0,2900.0,0.0,3200.0,0.0
1138,2017,Nova Scotia,Males,4,"Fruit and vegetable consumption, 5 times or more per day",14900.0,0.0,0.0,132900.0,4200.0,3500.0,1400.0,0.0,0.0,2900.0,0.0,3200.0,0.0
1139,2017,Nova Scotia,Males,4,Has a regular healthcare provider,78200.0,0.0,0.0,132900.0,4200.0,3500.0,1400.0,0.0,0.0,2900.0,0.0,3200.0,0.0
1140,2017,Nova Scotia,Males,4,Heavy drinking,11900.0,0.0,0.0,132900.0,4200.0,3500.0,1400.0,0.0,0.0,2900.0,0.0,3200.0,0.0
1141,2017,Nova Scotia,Males,4,High blood pressure,43000.0,0.0,0.0,132900.0,4200.0,3500.0,1400.0,0.0,0.0,2900.0,0.0,3200.0,0.0
1142,2017,Nova Scotia,Males,4,Influenza immunization in the past 12 months,50500.0,0.0,0.0,132900.0,4200.0,3500.0,1400.0,0.0,0.0,2900.0,0.0,3200.0,0.0
1143,2017,Nova Scotia,Males,4,"Life satisfaction, satisfied or very satisfied",64200.0,0.0,0.0,132900.0,4200.0,3500.0,1400.0,0.0,0.0,2900.0,0.0,3200.0,0.0
1144,2017,Nova Scotia,Males,4,Mood disorder,4000.0,0.0,0.0,132900.0,4200.0,3500.0,1400.0,0.0,0.0,2900.0,0.0,3200.0,0.0
1145,2017,Nova Scotia,Males,4,"Perceived health, fair or poor",21700.0,0.0,0.0,132900.0,4200.0,3500.0,1400.0,0.0,0.0,2900.0,0.0,3200.0,0.0
1146,2017,Nova Scotia,Males,4,"Perceived health, very good or excellent",36200.0,0.0,0.0,132900.0,4200.0,3500.0,1400.0,0.0,0.0,2900.0,0.0,3200.0,0.0
1147,2017,Nova Scotia,Males,4,"Perceived life stress, most days quite a bit or extremely stressful",10400.0,0.0,0.0,132900.0,4200.0,3500.0,1400.0,0.0,0.0,2900.0,0.0,3200.0,0.0
1148,2017,Nova Scotia,Males,4,"Perceived mental health, fair or poor",5100.0,0.0,0.0,132900.0,4200.0,3500.0,1400.0,0.0,0.0,2900.0,0.0,3200.0,0.0
1149,2017,Nova Scotia,Males,4,"Perceived mental health, very good or excellent",51000.0,0.0,0.0,132900.0,4200.0,3500.0,1400.0,0.0,0.0,2900.0,0.0,3200.0,0.0
1150,2017,Nova Scotia,Males,4,"Self-reported physical activity, 150 minutes per week, adult (18 years and over)",29200.0,0.0,0.0,132900.0,4200.0,3500.0,1400.0,0.0,0.0,2900.0,0.0,3200.0,0.0
1151,2017,Nova Scotia,Males,4,"Sense of belonging to local community, somewhat strong or very strong",57400.0,0.0,0.0,132900.0,4200.0,3500.0,1400.0,0.0,0.0,2900.0,0.0,3200.0,0.0
1152,2017,Ontario,Females,1,Arthritis (15 years and over),32200.0,21300.0,151500.0,79800.0,195800.0,72100.0,442200.0,6700.0,4200.0,71000.0,9800.0,0.0,0.0
1153,2017,Ontario,Females,1,Asthma,154300.0,21300.0,151500.0,79800.0,195800.0,72100.0,442200.0,6700.0,4200.0,71000.0,9800.0,0.0,0.0
1154,2017,Ontario,Females,1,"Body mass index, adjusted self-reported, adult (18 years and over), obese",298200.0,21300.0,151500.0,79800.0,195800.0,72100.0,442200.0,6700.0,4200.0,71000.0,9800.0,0.0,0.0
1155,2017,Ontario,Females,1,"Body mass index, adjusted self-reported, adult (18 years and over), overweight",374500.0,21300.0,151500.0,79800.0,195800.0,72100.0,442200.0,6700.0,4200.0,71000.0,9800.0,0.0,0.0
1156,2017,Ontario,Females,1,Breast milk feeding initiation,316100.0,21300.0,151500.0,79800.0,195800.0,72100.0,442200.0,6700.0,4200.0,71000.0,9800.0,0.0,0.0
1157,2017,Ontario,Females,1,Chronic obstructive pulmonary disease (COPD; 35 years and over),0.0,21300.0,151500.0,79800.0,195800.0,72100.0,442200.0,6700.0,4200.0,71000.0,9800.0,0.0,0.0
1158,2017,Ontario,Females,1,Contact with a medical doctor in the past 12 months,0.0,21300.0,151500.0,79800.0,195800.0,72100.0,442200.0,6700.0,4200.0,71000.0,9800.0,0.0,0.0
1159,2017,Ontario,Females,1,"Current smoker, daily",151000.0,21300.0,151500.0,79800.0,195800.0,72100.0,442200.0,6700.0,4200.0,71000.0,9800.0,0.0,0.0
1160,2017,Ontario,Females,1,"Current smoker, daily or occasional",226800.0,21300.0,151500.0,79800.0,195800.0,72100.0,442200.0,6700.0,4200.0,71000.0,9800.0,0.0,0.0
1161,2017,Ontario,Females,1,Diabetes,22400.0,21300.0,151500.0,79800.0,195800.0,72100.0,442200.0,6700.0,4200.0,71000.0,9800.0,0.0,0.0
1162,2017,Ontario,Females,1,"Exclusive breastfeeding, at least 6 months",94600.0,21300.0,151500.0,79800.0,195800.0,72100.0,442200.0,6700.0,4200.0,71000.0,9800.0,0.0,0.0
1163,2017,Ontario,Females,1,"Fruit and vegetable consumption, 5 times or more per day",479900.0,21300.0,151500.0,79800.0,195800.0,72100.0,442200.0,6700.0,4200.0,71000.0,9800.0,0.0,0.0
1164,2017,Ontario,Females,1,Has a regular healthcare provider,1401600.0,21300.0,151500.0,79800.0,195800.0,72100.0,442200.0,6700.0,4200.0,71000.0,9800.0,0.0,0.0
1165,2017,Ontario,Females,1,Heavy drinking,373000.0,21300.0,151500.0,79800.0,195800.0,72100.0,442200.0,6700.0,4200.0,71000.0,9800.0,0.0,0.0
1166,2017,Ontario,Females,1,High blood pressure,25100.0,21300.0,151500.0,79800.0,195800.0,72100.0,442200.0,6700.0,4200.0,71000.0,9800.0,0.0,0.0
1167,2017,Ontario,Females,1,Influenza immunization in the past 12 months,422000.0,21300.0,151500.0,79800.0,195800.0,72100.0,442200.0,6700.0,4200.0,71000.0,9800.0,0.0,0.0
1168,2017,Ontario,Females,1,"Life satisfaction, satisfied or very satisfied",1527200.0,21300.0,151500.0,79800.0,195800.0,72100.0,442200.0,6700.0,4200.0,71000.0,9800.0,0.0,0.0
1169,2017,Ontario,Females,1,Mood disorder,181400.0,21300.0,151500.0,79800.0,195800.0,72100.0,442200.0,6700.0,4200.0,71000.0,9800.0,0.0,0.0
1170,2017,Ontario,Females,1,"Perceived health, fair or poor",104300.0,21300.0,151500.0,79800.0,195800.0,72100.0,442200.0,6700.0,4200.0,71000.0,9800.0,0.0,0.0
1171,2017,Ontario,Females,1,"Perceived health, very good or excellent",1121600.0,21300.0,151500.0,79800.0,195800.0,72100.0,442200.0,6700.0,4200.0,71000.0,9800.0,0.0,0.0
1172,2017,Ontario,Females,1,"Perceived life stress, most days quite a bit or extremely stressful",382800.0,21300.0,151500.0,79800.0,195800.0,72100.0,442200.0,6700.0,4200.0,71000.0,9800.0,0.0,0.0
1173,2017,Ontario,Females,1,"Perceived mental health, fair or poor",187500.0,21300.0,151500.0,79800.0,195800.0,72100.0,442200.0,6700.0,4200.0,71000.0,9800.0,0.0,0.0
1174,2017,Ontario,Females,1,"Perceived mental health, very good or excellent",1011500.0,21300.0,151500.0,79800.0,195800.0,72100.0,442200.0,6700.0,4200.0,71000.0,9800.0,0.0,0.0
1175,2017,Ontario,Females,1,"Self-reported physical activity, 150 minutes per week, adult (18 years and over)",1040900.0,21300.0,151500.0,79800.0,195800.0,72100.0,442200.0,6700.0,4200.0,71000.0,9800.0,0.0,0.0
1176,2017,Ontario,Females,1,"Sense of belonging to local community, somewhat strong or very strong",1045500.0,21300.0,151500.0,79800.0,195800.0,72100.0,442200.0,6700.0,4200.0,71000.0,9800.0,0.0,0.0
1177,2017,Ontario,Females,2,Arthritis (15 years and over),151100.0,28800.0,25300.0,711700.0,149200.0,144900.0,336400.0,21400.0,23500.0,138300.0,45600.0,3300.0,6600.0
1178,2017,Ontario,Females,2,Asthma,116600.0,28800.0,25300.0,711700.0,149200.0,144900.0,336400.0,21400.0,23500.0,138300.0,45600.0,3300.0,6600.0
1179,2017,Ontario,Females,2,"Body mass index, adjusted self-reported, adult (18 years and over), obese",324400.0,28800.0,25300.0,711700.0,149200.0,144900.0,336400.0,21400.0,23500.0,138300.0,45600.0,3300.0,6600.0
1180,2017,Ontario,Females,2,"Body mass index, adjusted self-reported, adult (18 years and over), overweight",394900.0,28800.0,25300.0,711700.0,149200.0,144900.0,336400.0,21400.0,23500.0,138300.0,45600.0,3300.0,6600.0
1181,2017,Ontario,Females,2,Breast milk feeding initiation,241200.0,28800.0,25300.0,711700.0,149200.0,144900.0,336400.0,21400.0,23500.0,138300.0,45600.0,3300.0,6600.0
1182,2017,Ontario,Females,2,Chronic obstructive pulmonary disease (COPD; 35 years and over),22400.0,28800.0,25300.0,711700.0,149200.0,144900.0,336400.0,21400.0,23500.0,138300.0,45600.0,3300.0,6600.0
1183,2017,Ontario,Females,2,Contact with a medical doctor in the past 12 months,0.0,28800.0,25300.0,711700.0,149200.0,144900.0,336400.0,21400.0,23500.0,138300.0,45600.0,3300.0,6600.0
1184,2017,Ontario,Females,2,"Current smoker, daily",124800.0,28800.0,25300.0,711700.0,149200.0,144900.0,336400.0,21400.0,23500.0,138300.0,45600.0,3300.0,6600.0
1185,2017,Ontario,Females,2,"Current smoker, daily or occasional",175300.0,28800.0,25300.0,711700.0,149200.0,144900.0,336400.0,21400.0,23500.0,138300.0,45600.0,3300.0,6600.0
1186,2017,Ontario,Females,2,Diabetes,69500.0,28800.0,25300.0,711700.0,149200.0,144900.0,336400.0,21400.0,23500.0,138300.0,45600.0,3300.0,6600.0
1187,2017,Ontario,Females,2,"Exclusive breastfeeding, at least 6 months",87100.0,28800.0,25300.0,711700.0,149200.0,144900.0,336400.0,21400.0,23500.0,138300.0,45600.0,3300.0,6600.0
1188,2017,Ontario,Females,2,"Fruit and vegetable consumption, 5 times or more per day",427800.0,28800.0,25300.0,711700.0,149200.0,144900.0,336400.0,21400.0,23500.0,138300.0,45600.0,3300.0,6600.0
1189,2017,Ontario,Females,2,Has a regular healthcare provider,1250900.0,28800.0,25300.0,711700.0,149200.0,144900.0,336400.0,21400.0,23500.0,138300.0,45600.0,3300.0,6600.0
1190,2017,Ontario,Females,2,Heavy drinking,234100.0,28800.0,25300.0,711700.0,149200.0,144900.0,336400.0,21400.0,23500.0,138300.0,45600.0,3300.0,6600.0
1191,2017,Ontario,Females,2,High blood pressure,129000.0,28800.0,25300.0,711700.0,149200.0,144900.0,336400.0,21400.0,23500.0,138300.0,45600.0,3300.0,6600.0
1192,2017,Ontario,Females,2,Influenza immunization in the past 12 months,397300.0,28800.0,25300.0,711700.0,149200.0,144900.0,336400.0,21400.0,23500.0,138300.0,45600.0,3300.0,6600.0
1193,2017,Ontario,Females,2,"Life satisfaction, satisfied or very satisfied",1267400.0,28800.0,25300.0,711700.0,149200.0,144900.0,336400.0,21400.0,23500.0,138300.0,45600.0,3300.0,6600.0
1194,2017,Ontario,Females,2,Mood disorder,159500.0,28800.0,25300.0,711700.0,149200.0,144900.0,336400.0,21400.0,23500.0,138300.0,45600.0,3300.0,6600.0
1195,2017,Ontario,Females,2,"Perceived health, fair or poor",126400.0,28800.0,25300.0,711700.0,149200.0,144900.0,336400.0,21400.0,23500.0,138300.0,45600.0,3300.0,6600.0
1196,2017,Ontario,Females,2,"Perceived health, very good or excellent",897400.0,28800.0,25300.0,711700.0,149200.0,144900.0,336400.0,21400.0,23500.0,138300.0,45600.0,3300.0,6600.0
1197,2017,Ontario,Females,2,"Perceived life stress, most days quite a bit or extremely stressful",384900.0,28800.0,25300.0,711700.0,149200.0,144900.0,336400.0,21400.0,23500.0,138300.0,45600.0,3300.0,6600.0
1198,2017,Ontario,Females,2,"Perceived mental health, fair or poor",111300.0,28800.0,25300.0,711700.0,149200.0,144900.0,336400.0,21400.0,23500.0,138300.0,45600.0,3300.0,6600.0
1199,2017,Ontario,Females,2,"Perceived mental health, very good or excellent",942900.0,28800.0,25300.0,711700.0,149200.0,144900.0,336400.0,21400.0,23500.0,138300.0,45600.0,3300.0,6600.0
1200,2017,Ontario,Females,2,"Self-reported physical activity, 150 minutes per week, adult (18 years and over)",833300.0,28800.0,25300.0,711700.0,149200.0,144900.0,336400.0,21400.0,23500.0,138300.0,45600.0,3300.0,6600.0
1201,2017,Ontario,Females,2,"Sense of belonging to local community, somewhat strong or very strong",991900.0,28800.0,25300.0,711700.0,149200.0,144900.0,336400.0,21400.0,23500.0,138300.0,45600.0,3300.0,6600.0
1202,2017,Ontario,Females,3,Arthritis (15 years and over),478900.0,2200.0,0.0,611800.0,70800.0,39000.0,89300.0,2100.0,12200.0,37000.0,4000.0,44100.0,0.0
1203,2017,Ontario,Females,3,Asthma,136400.0,2200.0,0.0,611800.0,70800.0,39000.0,89300.0,2100.0,12200.0,37000.0,4000.0,44100.0,0.0
1204,2017,Ontario,Females,3,"Body mass index, adjusted self-reported, adult (18 years and over), obese",394100.0,2200.0,0.0,611800.0,70800.0,39000.0,89300.0,2100.0,12200.0,37000.0,4000.0,44100.0,0.0
1205,2017,Ontario,Females,3,"Body mass index, adjusted self-reported, adult (18 years and over), overweight",443800.0,2200.0,0.0,611800.0,70800.0,39000.0,89300.0,2100.0,12200.0,37000.0,4000.0,44100.0,0.0
1206,2017,Ontario,Females,3,Breast milk feeding initiation,0.0,2200.0,0.0,611800.0,70800.0,39000.0,89300.0,2100.0,12200.0,37000.0,4000.0,44100.0,0.0
1207,2017,Ontario,Females,3,Chronic obstructive pulmonary disease (COPD; 35 years and over),59800.0,2200.0,0.0,611800.0,70800.0,39000.0,89300.0,2100.0,12200.0,37000.0,4000.0,44100.0,0.0
1208,2017,Ontario,Females,3,Contact with a medical doctor in the past 12 months,0.0,2200.0,0.0,611800.0,70800.0,39000.0,89300.0,2100.0,12200.0,37000.0,4000.0,44100.0,0.0
1209,2017,Ontario,Females,3,"Current smoker, daily",197400.0,2200.0,0.0,611800.0,70800.0,39000.0,89300.0,2100.0,12200.0,37000.0,4000.0,44100.0,0.0
1210,2017,Ontario,Females,3,"Current smoker, daily or occasional",240600.0,2200.0,0.0,611800.0,70800.0,39000.0,89300.0,2100.0,12200.0,37000.0,4000.0,44100.0,0.0
1211,2017,Ontario,Females,3,Diabetes,148500.0,2200.0,0.0,611800.0,70800.0,39000.0,89300.0,2100.0,12200.0,37000.0,4000.0,44100.0,0.0
1212,2017,Ontario,Females,3,"Exclusive breastfeeding, at least 6 months",0.0,2200.0,0.0,611800.0,70800.0,39000.0,89300.0,2100.0,12200.0,37000.0,4000.0,44100.0,0.0
1213,2017,Ontario,Females,3,"Fruit and vegetable consumption, 5 times or more per day",477500.0,2200.0,0.0,611800.0,70800.0,39000.0,89300.0,2100.0,12200.0,37000.0,4000.0,44100.0,0.0
1214,2017,Ontario,Females,3,Has a regular healthcare provider,1396200.0,2200.0,0.0,611800.0,70800.0,39000.0,89300.0,2100.0,12200.0,37000.0,4000.0,44100.0,0.0
1215,2017,Ontario,Females,3,Heavy drinking,202400.0,2200.0,0.0,611800.0,70800.0,39000.0,89300.0,2100.0,12200.0,37000.0,4000.0,44100.0,0.0
1216,2017,Ontario,Females,3,High blood pressure,385000.0,2200.0,0.0,611800.0,70800.0,39000.0,89300.0,2100.0,12200.0,37000.0,4000.0,44100.0,0.0
1217,2017,Ontario,Females,3,Influenza immunization in the past 12 months,540900.0,2200.0,0.0,611800.0,70800.0,39000.0,89300.0,2100.0,12200.0,37000.0,4000.0,44100.0,0.0
1218,2017,Ontario,Females,3,"Life satisfaction, satisfied or very satisfied",1316500.0,2200.0,0.0,611800.0,70800.0,39000.0,89300.0,2100.0,12200.0,37000.0,4000.0,44100.0,0.0
1219,2017,Ontario,Females,3,Mood disorder,174500.0,2200.0,0.0,611800.0,70800.0,39000.0,89300.0,2100.0,12200.0,37000.0,4000.0,44100.0,0.0
1220,2017,Ontario,Females,3,"Perceived health, fair or poor",260000.0,2200.0,0.0,611800.0,70800.0,39000.0,89300.0,2100.0,12200.0,37000.0,4000.0,44100.0,0.0
1221,2017,Ontario,Females,3,"Perceived health, very good or excellent",801200.0,2200.0,0.0,611800.0,70800.0,39000.0,89300.0,2100.0,12200.0,37000.0,4000.0,44100.0,0.0
1222,2017,Ontario,Females,3,"Perceived life stress, most days quite a bit or extremely stressful",376300.0,2200.0,0.0,611800.0,70800.0,39000.0,89300.0,2100.0,12200.0,37000.0,4000.0,44100.0,0.0
1223,2017,Ontario,Females,3,"Perceived mental health, fair or poor",137800.0,2200.0,0.0,611800.0,70800.0,39000.0,89300.0,2100.0,12200.0,37000.0,4000.0,44100.0,0.0
1224,2017,Ontario,Females,3,"Perceived mental health, very good or excellent",1001800.0,2200.0,0.0,611800.0,70800.0,39000.0,89300.0,2100.0,12200.0,37000.0,4000.0,44100.0,0.0
1225,2017,Ontario,Females,3,"Self-reported physical activity, 150 minutes per week, adult (18 years and over)",789600.0,2200.0,0.0,611800.0,70800.0,39000.0,89300.0,2100.0,12200.0,37000.0,4000.0,44100.0,0.0
1226,2017,Ontario,Females,3,"Sense of belonging to local community, somewhat strong or very strong",1003600.0,2200.0,0.0,611800.0,70800.0,39000.0,89300.0,2100.0,12200.0,37000.0,4000.0,44100.0,0.0
1227,2017,Ontario,Females,4,Arthritis (15 years and over),671700.0,0.0,0.0,1868800.0,46300.0,18600.0,247200.0,0.0,0.0,18200.0,0.0,41100.0,0.0
1228,2017,Ontario,Females,4,Asthma,106600.0,0.0,0.0,1868800.0,46300.0,18600.0,247200.0,0.0,0.0,18200.0,0.0,41100.0,0.0
1229,2017,Ontario,Females,4,"Body mass index, adjusted self-reported, adult (18 years and over), obese",301400.0,0.0,0.0,1868800.0,46300.0,18600.0,247200.0,0.0,0.0,18200.0,0.0,41100.0,0.0
1230,2017,Ontario,Females,4,"Body mass index, adjusted self-reported, adult (18 years and over), overweight",416700.0,0.0,0.0,1868800.0,46300.0,18600.0,247200.0,0.0,0.0,18200.0,0.0,41100.0,0.0
1231,2017,Ontario,Females,4,Breast milk feeding initiation,0.0,0.0,0.0,1868800.0,46300.0,18600.0,247200.0,0.0,0.0,18200.0,0.0,41100.0,0.0
1232,2017,Ontario,Females,4,Chronic obstructive pulmonary disease (COPD; 35 years and over),89500.0,0.0,0.0,1868800.0,46300.0,18600.0,247200.0,0.0,0.0,18200.0,0.0,41100.0,0.0
1233,2017,Ontario,Females,4,Contact with a medical doctor in the past 12 months,0.0,0.0,0.0,1868800.0,46300.0,18600.0,247200.0,0.0,0.0,18200.0,0.0,41100.0,0.0
1234,2017,Ontario,Females,4,"Current smoker, daily",94400.0,0.0,0.0,1868800.0,46300.0,18600.0,247200.0,0.0,0.0,18200.0,0.0,41100.0,0.0
1235,2017,Ontario,Females,4,"Current smoker, daily or occasional",105900.0,0.0,0.0,1868800.0,46300.0,18600.0,247200.0,0.0,0.0,18200.0,0.0,41100.0,0.0
1236,2017,Ontario,Females,4,Diabetes,191600.0,0.0,0.0,1868800.0,46300.0,18600.0,247200.0,0.0,0.0,18200.0,0.0,41100.0,0.0
1237,2017,Ontario,Females,4,"Exclusive breastfeeding, at least 6 months",0.0,0.0,0.0,1868800.0,46300.0,18600.0,247200.0,0.0,0.0,18200.0,0.0,41100.0,0.0
1238,2017,Ontario,Females,4,"Fruit and vegetable consumption, 5 times or more per day",360400.0,0.0,0.0,1868800.0,46300.0,18600.0,247200.0,0.0,0.0,18200.0,0.0,41100.0,0.0
1239,2017,Ontario,Females,4,Has a regular healthcare provider,1178800.0,0.0,0.0,1868800.0,46300.0,18600.0,247200.0,0.0,0.0,18200.0,0.0,41100.0,0.0
1240,2017,Ontario,Females,4,Heavy drinking,57000.0,0.0,0.0,1868800.0,46300.0,18600.0,247200.0,0.0,0.0,18200.0,0.0,41100.0,0.0
1241,2017,Ontario,Females,4,High blood pressure,540700.0,0.0,0.0,1868800.0,46300.0,18600.0,247200.0,0.0,0.0,18200.0,0.0,41100.0,0.0
1242,2017,Ontario,Females,4,Influenza immunization in the past 12 months,719600.0,0.0,0.0,1868800.0,46300.0,18600.0,247200.0,0.0,0.0,18200.0,0.0,41100.0,0.0
1243,2017,Ontario,Females,4,"Life satisfaction, satisfied or very satisfied",994200.0,0.0,0.0,1868800.0,46300.0,18600.0,247200.0,0.0,0.0,18200.0,0.0,41100.0,0.0
1244,2017,Ontario,Females,4,Mood disorder,111100.0,0.0,0.0,1868800.0,46300.0,18600.0,247200.0,0.0,0.0,18200.0,0.0,41100.0,0.0
1245,2017,Ontario,Females,4,"Perceived health, fair or poor",245900.0,0.0,0.0,1868800.0,46300.0,18600.0,247200.0,0.0,0.0,18200.0,0.0,41100.0,0.0
1246,2017,Ontario,Females,4,"Perceived health, very good or excellent",584700.0,0.0,0.0,1868800.0,46300.0,18600.0,247200.0,0.0,0.0,18200.0,0.0,41100.0,0.0
1247,2017,Ontario,Females,4,"Perceived life stress, most days quite a bit or extremely stressful",185900.0,0.0,0.0,1868800.0,46300.0,18600.0,247200.0,0.0,0.0,18200.0,0.0,41100.0,0.0
1248,2017,Ontario,Females,4,"Perceived mental health, fair or poor",62900.0,0.0,0.0,1868800.0,46300.0,18600.0,247200.0,0.0,0.0,18200.0,0.0,41100.0,0.0
1249,2017,Ontario,Females,4,"Perceived mental health, very good or excellent",781100.0,0.0,0.0,1868800.0,46300.0,18600.0,247200.0,0.0,0.0,18200.0,0.0,41100.0,0.0
1250,2017,Ontario,Females,4,"Self-reported physical activity, 150 minutes per week, adult (18 years and over)",438900.0,0.0,0.0,1868800.0,46300.0,18600.0,247200.0,0.0,0.0,18200.0,0.0,41100.0,0.0
1251,2017,Ontario,Females,4,"Sense of belonging to local community, somewhat strong or very strong",878900.0,0.0,0.0,1868800.0,46300.0,18600.0,247200.0,0.0,0.0,18200.0,0.0,41100.0,0.0
1252,2017,Ontario,Males,1,Arthritis (15 years and over),27200.0,29600.0,177200.0,83400.0,227200.0,101800.0,466800.0,2600.0,10100.0,98200.0,4300.0,0.0,3600.0
1253,2017,Ontario,Males,1,Asthma,128500.0,29600.0,177200.0,83400.0,227200.0,101800.0,466800.0,2600.0,10100.0,98200.0,4300.0,0.0,3600.0
1254,2017,Ontario,Males,1,"Body mass index, adjusted self-reported, adult (18 years and over), obese",296700.0,29600.0,177200.0,83400.0,227200.0,101800.0,466800.0,2600.0,10100.0,98200.0,4300.0,0.0,3600.0
1255,2017,Ontario,Males,1,"Body mass index, adjusted self-reported, adult (18 years and over), overweight",581800.0,29600.0,177200.0,83400.0,227200.0,101800.0,466800.0,2600.0,10100.0,98200.0,4300.0,0.0,3600.0
1256,2017,Ontario,Males,1,Chronic obstructive pulmonary disease (COPD; 35 years and over),0.0,29600.0,177200.0,83400.0,227200.0,101800.0,466800.0,2600.0,10100.0,98200.0,4300.0,0.0,3600.0
1257,2017,Ontario,Males,1,Contact with a medical doctor in the past 12 months,0.0,29600.0,177200.0,83400.0,227200.0,101800.0,466800.0,2600.0,10100.0,98200.0,4300.0,0.0,3600.0
1258,2017,Ontario,Males,1,"Current smoker, daily",204300.0,29600.0,177200.0,83400.0,227200.0,101800.0,466800.0,2600.0,10100.0,98200.0,4300.0,0.0,3600.0
1259,2017,Ontario,Males,1,"Current smoker, daily or occasional",324100.0,29600.0,177200.0,83400.0,227200.0,101800.0,466800.0,2600.0,10100.0,98200.0,4300.0,0.0,3600.0
1260,2017,Ontario,Males,1,Diabetes,0.0,29600.0,177200.0,83400.0,227200.0,101800.0,466800.0,2600.0,10100.0,98200.0,4300.0,0.0,3600.0
1261,2017,Ontario,Males,1,"Fruit and vegetable consumption, 5 times or more per day",305600.0,29600.0,177200.0,83400.0,227200.0,101800.0,466800.0,2600.0,10100.0,98200.0,4300.0,0.0,3600.0
1262,2017,Ontario,Males,1,Has a regular healthcare provider,1251700.0,29600.0,177200.0,83400.0,227200.0,101800.0,466800.0,2600.0,10100.0,98200.0,4300.0,0.0,3600.0
1263,2017,Ontario,Males,1,Heavy drinking,497700.0,29600.0,177200.0,83400.0,227200.0,101800.0,466800.0,2600.0,10100.0,98200.0,4300.0,0.0,3600.0
1264,2017,Ontario,Males,1,High blood pressure,57300.0,29600.0,177200.0,83400.0,227200.0,101800.0,466800.0,2600.0,10100.0,98200.0,4300.0,0.0,3600.0
1265,2017,Ontario,Males,1,Influenza immunization in the past 12 months,271800.0,29600.0,177200.0,83400.0,227200.0,101800.0,466800.0,2600.0,10100.0,98200.0,4300.0,0.0,3600.0
1266,2017,Ontario,Males,1,"Life satisfaction, satisfied or very satisfied",1480100.0,29600.0,177200.0,83400.0,227200.0,101800.0,466800.0,2600.0,10100.0,98200.0,4300.0,0.0,3600.0
1267,2017,Ontario,Males,1,Mood disorder,99900.0,29600.0,177200.0,83400.0,227200.0,101800.0,466800.0,2600.0,10100.0,98200.0,4300.0,0.0,3600.0
1268,2017,Ontario,Males,1,"Perceived health, fair or poor",83900.0,29600.0,177200.0,83400.0,227200.0,101800.0,466800.0,2600.0,10100.0,98200.0,4300.0,0.0,3600.0
1269,2017,Ontario,Males,1,"Perceived health, very good or excellent",1222500.0,29600.0,177200.0,83400.0,227200.0,101800.0,466800.0,2600.0,10100.0,98200.0,4300.0,0.0,3600.0
